RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,DateOfBirth,OpenAccountDate,CurrentAccountNumber,CreditCardAccountNumber,Balance,BalanceDate,EstimatedSalary
4229,15691061,Rapuokwu,740,France,Female,1/1/1985,1/22/2013,300000015691061,CRE00000015691061T11111,0,1/1/2023,73225.31
4230,15808326,Maslov,592,France,Female,1/13/1988,1/18/2013,300000015808326,CRE00000015808326T11111,0,1/1/2023,20460.2
4231,15566660,Cole,670,France,Female,1/13/1981,1/21/2012,300000015566660,CRE00000015566660T11111,0,1/1/2023,81602.02
4232,15778947,Sullivan,628,France,Male,1/17/1986,1/13/2019,300000015778947,CRE00000015778947T11111,0,1/1/2023,8742.91
4233,15632977,Hsiao,745,France,Male,1/18/1975,1/2/2017,300000015632977,CRE00000015632977T11111,0,1/1/2023,145789.71
4234,15591747,Rossi,705,France,Male,1/9/1990,1/13/2019,300000015591747,CRE00000015591747T11111,0,1/1/2023,129576.99
4235,15567335,Allsop,559,France,Female,1/7/1980,1/18/2015,300000015567335,CRE00000015567335T11111,0,1/1/2023,190040.29
4236,15609299,Chamberlain,595,France,Male,1/4/1993,1/18/2016,300000015609299,CRE00000015609299T11111,150685.79,1/1/2023,87771.06
4237,15669945,Jackson,492,France,Male,1/21/1987,1/8/2018,300000015669945,CRE00000015669945T11111,141359.37,1/1/2023,39519.53
4238,15736271,Dumetochukwu,498,France,Female,1/16/1993,1/4/2013,300000015736271,CRE00000015736271T11111,0,1/1/2023,190035.83
4239,15710390,Uspensky,655,France,Female,1/11/1983,1/26/2016,300000015710390,CRE00000015710390T11111,94631.26,1/1/2023,148948.52
4240,15756481,Garcia,636,France,Female,1/19/1983,1/25/2019,300000015756481,CRE00000015756481T11111,118336.14,1/1/2023,184691.77
4241,15736730,Soto,634,France,Female,1/26/1977,1/17/2020,300000015736730,CRE00000015736730T11111,0,1/1/2023,143458.31
4242,15626040,McDonald,793,Spain,Male,1/10/1959,1/11/2022,300000015626040,CRE00000015626040T11111,0,1/1/2023,27166.75
4243,15746553,Castles,526,Germany,Male,1/5/1972,1/27/2017,300000015746553,CRE00000015746553T11111,124233.24,1/1/2023,159456.87
4244,15622518,Stephenson,768,France,Female,1/15/1996,1/15/2017,300000015622518,CRE00000015622518T11111,51116.26,1/1/2023,70454.79
4245,15684908,Davidson,540,Germany,Male,1/9/1958,1/24/2021,300000015684908,CRE00000015684908T11111,91869.69,1/1/2023,95421
4246,15569446,Tu,732,France,Female,1/18/1988,1/2/2014,300000015569446,CRE00000015569446T11111,122338.43,1/1/2023,187985.85
4247,15777504,Colbert,617,France,Female,1/14/1992,1/14/2014,300000015777504,CRE00000015777504T11111,0,1/1/2023,92621.9
4248,15677906,Owens,637,Spain,Female,1/11/1968,1/3/2017,300000015677906,CRE00000015677906T11111,0,1/1/2023,150836.98
4249,15703292,Chimezie,573,France,Male,1/18/1996,1/21/2014,300000015703292,CRE00000015703292T11111,86270.93,1/1/2023,90177.3
4250,15712938,Genovese,531,France,Male,1/25/1978,1/13/2019,300000015712938,CRE00000015712938T11111,0,1/1/2023,34416.79
4251,15631359,Daluchi,489,France,Female,1/20/1984,1/27/2017,300000015631359,CRE00000015631359T11111,117289.92,1/1/2023,85231.88
4252,15720847,Sheffield,601,France,Male,1/20/1987,1/4/2020,300000015720847,CRE00000015720847T11111,0,1/1/2023,118983.18
4253,15787830,Bailey,452,Germany,Male,1/1/1989,1/10/2015,300000015787830,CRE00000015787830T11111,153663.27,1/1/2023,111868.23
4254,15599869,Dyson,728,Spain,Female,1/6/1993,1/24/2021,300000015599869,CRE00000015599869T11111,0,1/1/2023,83056.22
4255,15592078,Davide,590,Germany,Female,1/1/1995,1/22/2014,300000015592078,CRE00000015592078T11111,123599.49,1/1/2023,1676.92
4256,15596228,Uwaezuoke,490,France,Male,1/4/1993,1/1/2018,300000015596228,CRE00000015596228T11111,0,1/1/2023,32089.57
4257,15578462,Hs?,596,Spain,Female,1/18/1946,1/27/2013,300000015578462,CRE00000015578462T11111,134208.25,1/1/2023,13455.43
4258,15756894,Onwuka,635,France,Male,1/17/1993,1/11/2021,300000015756894,CRE00000015756894T11111,0,1/1/2023,24865.54
4259,15796167,Flores,782,Germany,Male,1/19/1987,1/27/2015,300000015796167,CRE00000015796167T11111,98556.89,1/1/2023,117644.36
4260,15664808,Nicoll,790,Spain,Female,1/3/1985,1/27/2019,300000015664808,CRE00000015664808T11111,0,1/1/2023,98897.32
4261,15664555,Hughes,587,France,Male,1/8/1982,1/26/2020,300000015664555,CRE00000015664555T11111,0,1/1/2023,106174.7
4262,15607278,Romano,794,Spain,Female,1/19/1976,1/19/2014,300000015607278,CRE00000015607278T11111,134593.79,1/1/2023,46386.37
4263,15585222,Norman,515,France,Male,1/5/1981,1/7/2014,300000015585222,CRE00000015585222T11111,0,1/1/2023,185054.14
4264,15750299,Davison,746,Spain,Male,1/7/1998,1/10/2012,300000015750299,CRE00000015750299T11111,68781.82,1/1/2023,47997.39
4265,15761294,Manna,667,Germany,Female,1/23/1966,1/23/2014,300000015761294,CRE00000015761294T11111,137464.04,1/1/2023,130846.79
4266,15810454,Reed,709,France,Male,1/27/1990,1/25/2018,300000015810454,CRE00000015810454T11111,147307.91,1/1/2023,40861.55
4267,15673984,Daniels,536,France,Female,1/25/1987,1/4/2014,300000015673984,CRE00000015673984T11111,0,1/1/2023,171840.24
4268,15609319,Hunt,711,France,Female,1/26/1981,1/4/2019,300000015609319,CRE00000015609319T11111,145754.91,1/1/2023,101455.07
4269,15709941,Feng,753,France,Male,1/9/1976,1/26/2014,300000015709941,CRE00000015709941T11111,0,1/1/2023,90747.94
4270,15580252,Waters,748,France,Male,1/9/1978,1/8/2018,300000015580252,CRE00000015580252T11111,112610.77,1/1/2023,2048.55
4271,15741275,Yuan,623,France,Female,1/4/1965,1/23/2015,300000015741275,CRE00000015741275T11111,71481.79,1/1/2023,84421.34
4272,15707132,Yudin,465,France,Male,1/9/1989,1/14/2017,300000015707132,CRE00000015707132T11111,0,1/1/2023,78698.09
4273,15600708,Calabresi,640,Spain,Female,1/18/1988,1/1/2019,300000015600708,CRE00000015600708T11111,77826.8,1/1/2023,168544.85
4274,15804787,Onyemauchechukwu,562,France,Male,1/15/1947,1/21/2017,300000015804787,CRE00000015804787T11111,87140.85,1/1/2023,39351.64
4275,15690021,Martin,502,Germany,Female,1/3/1980,1/12/2022,300000015690021,CRE00000015690021T11111,132002.7,1/1/2023,28204.98
4276,15763895,Hung,536,France,Male,1/3/1990,1/22/2015,300000015763895,CRE00000015763895T11111,178011.5,1/1/2023,22375.14
4277,15623478,Maslova,670,Germany,Female,1/5/1990,1/12/2018,300000015623478,CRE00000015623478T11111,102954.68,1/1/2023,134942.45
4278,15797910,Zetticci,775,Germany,Male,1/4/1971,1/7/2020,300000015797910,CRE00000015797910T11111,123783.25,1/1/2023,134901.57
4279,15577751,Pisano,759,Germany,Male,1/22/1992,1/27/2018,300000015577751,CRE00000015577751T11111,101802.67,1/1/2023,8693.8
4280,15781777,Sutherland,604,France,Male,1/23/1989,1/9/2019,300000015781777,CRE00000015781777T11111,148659.48,1/1/2023,42437.75
4281,15740527,Lai,766,Germany,Female,1/10/1960,1/22/2015,300000015740527,CRE00000015740527T11111,142724.48,1/1/2023,5893.23
4282,15721251,Watson,554,Spain,Female,1/3/1981,1/10/2018,300000015721251,CRE00000015721251T11111,112152.89,1/1/2023,36242.19
4283,15602994,Gorbunov,487,France,Female,1/17/1969,1/27/2012,300000015602994,CRE00000015602994T11111,89550.85,1/1/2023,90076.85
4284,15750769,Padovano,725,France,Male,1/6/1987,1/18/2015,300000015750769,CRE00000015750769T11111,75915.75,1/1/2023,150507.43
4285,15740175,Raynor,732,Germany,Female,1/25/1980,1/18/2020,300000015740175,CRE00000015740175T11111,118889.66,1/1/2023,87422.15
4286,15679968,Ting,623,France,Male,1/1/1982,1/13/2017,300000015679968,CRE00000015679968T11111,118788.57,1/1/2023,192867.4
4287,15694404,Eberegbulam,781,France,Female,1/4/1980,1/16/2019,300000015694404,CRE00000015694404T11111,156555.54,1/1/2023,175674.01
4288,15657529,Chin,714,Germany,Male,1/11/1969,1/19/2021,300000015657529,CRE00000015657529T11111,99141.86,1/1/2023,72496.05
4289,15762882,Manna,577,Germany,Female,1/5/1991,1/2/2018,300000015762882,CRE00000015762882T11111,61211.18,1/1/2023,145250.43
4290,15642579,Chang,731,Spain,Female,1/9/1985,1/26/2021,300000015642579,CRE00000015642579T11111,128932.4,1/1/2023,180712.52
4291,15598884,Kent,650,Spain,Female,1/5/1999,1/12/2017,300000015598884,CRE00000015598884T11111,0,1/1/2023,180622.43
4292,15770185,Buckley,779,France,Male,1/2/1990,1/13/2012,300000015770185,CRE00000015770185T11111,80728.15,1/1/2023,86306.75
4293,15800287,Micco,706,Spain,Female,1/21/1976,1/24/2020,300000015800287,CRE00000015800287T11111,127660.46,1/1/2023,150156.82
4294,15665861,Avdeev,733,Spain,Male,1/8/1978,1/16/2019,300000015665861,CRE00000015665861T11111,106070.89,1/1/2023,101617.43
4295,15662203,Bremer,579,Germany,Female,1/15/1980,1/8/2019,300000015662203,CRE00000015662203T11111,137560.38,1/1/2023,85424.34
4296,15616454,Davidson,476,Germany,Female,1/7/1988,1/22/2014,300000015616454,CRE00000015616454T11111,111905.43,1/1/2023,197221.81
4297,15702788,Gadsdon,775,France,Male,1/15/1982,1/18/2013,300000015702788,CRE00000015702788T11111,126212.64,1/1/2023,70196.57
4298,15778149,Connolly,538,Spain,Male,1/3/1954,1/12/2013,300000015778149,CRE00000015778149T11111,0,1/1/2023,110440.5
4299,15680001,McDonald,602,France,Male,1/1/1984,1/6/2015,300000015680001,CRE00000015680001T11111,111835.94,1/1/2023,124389.61
4300,15711991,Chiawuotu,615,France,Male,1/21/1992,1/26/2014,300000015711991,CRE00000015711991T11111,0,1/1/2023,3183.15
4301,15633834,Milne,700,Germany,Female,1/20/1994,1/12/2019,300000015633834,CRE00000015633834T11111,99705.69,1/1/2023,146723.72
4302,15765266,Fleming,615,France,Male,1/15/1990,1/21/2021,300000015765266,CRE00000015765266T11111,0,1/1/2023,2139.25
4303,15791867,Hicks,544,Germany,Male,1/1/1978,1/27/2020,300000015791867,CRE00000015791867T11111,108895.93,1/1/2023,69228.2
4304,15675380,Logan,573,Spain,Male,1/12/1966,1/11/2019,300000015675380,CRE00000015675380T11111,154669.77,1/1/2023,115462.27
4305,15770576,Hammond,555,Spain,Male,1/2/1972,1/11/2015,300000015770576,CRE00000015770576T11111,128061,1/1/2023,62375.1
4306,15775294,Weber,692,France,Female,1/14/1991,1/22/2020,300000015775294,CRE00000015775294T11111,0,1/1/2023,91829.17
4307,15727059,Lettiere,476,France,Female,1/13/1982,1/26/2018,300000015727059,CRE00000015727059T11111,0,1/1/2023,182547.04
4308,15702499,Schnaars,770,Spain,Male,1/9/1976,1/12/2013,300000015702499,CRE00000015702499T11111,190678.02,1/1/2023,14725.36
4309,15611699,Tao,641,France,Female,1/20/1982,1/10/2015,300000015611699,CRE00000015611699T11111,0,1/1/2023,126996.67
4310,15654000,Algarin,705,France,Female,1/26/1987,1/24/2017,300000015654000,CRE00000015654000T11111,0,1/1/2023,133991.11
4311,15657881,Onyemere,784,France,Male,1/18/1984,1/4/2017,300000015657881,CRE00000015657881T11111,136712.91,1/1/2023,169920.92
4312,15719991,Korovina,727,Spain,Female,1/19/1970,1/1/2021,300000015719991,CRE00000015719991T11111,154733.97,1/1/2023,80259.67
4313,15720687,Chidubem,576,France,Female,1/22/1981,1/14/2018,300000015720687,CRE00000015720687T11111,112609.91,1/1/2023,191035.18
4314,15687079,King,646,Spain,Male,1/18/1953,1/26/2012,300000015687079,CRE00000015687079T11111,115462.44,1/1/2023,40421.87
4315,15582276,Greco,638,France,Male,1/16/1988,1/2/2017,300000015582276,CRE00000015582276T11111,133501.36,1/1/2023,155643.04
4316,15763980,Beneventi,632,Germany,Male,1/19/1992,1/25/2021,300000015763980,CRE00000015763980T11111,58668.02,1/1/2023,78670.52
4317,15720774,P'eng,850,Spain,Male,1/13/1978,1/14/2015,300000015720774,CRE00000015720774T11111,89118.26,1/1/2023,104240.77
4318,15592194,Metcalf,492,France,Female,1/15/1994,1/14/2013,300000015592194,CRE00000015592194T11111,0,1/1/2023,95957.09
4319,15803685,Greco,673,Germany,Female,1/12/1945,1/9/2012,300000015803685,CRE00000015803685T11111,76510.52,1/1/2023,59595.66
4320,15759456,Lupton,609,Spain,Male,1/13/1988,1/10/2015,300000015759456,CRE00000015759456T11111,140694.78,1/1/2023,46266.63
4321,15611544,Ibeamaka,701,Germany,Male,1/12/1986,1/27/2015,300000015611544,CRE00000015611544T11111,95448.32,1/1/2023,189085.07
4322,15794257,Hsiung,651,France,Male,1/16/1988,1/13/2018,300000015794257,CRE00000015794257T11111,91562.99,1/1/2023,123954.15
4323,15681697,Rueda,508,France,Male,1/14/1991,1/10/2014,300000015681697,CRE00000015681697T11111,72541.48,1/1/2023,129803.08
4324,15579566,Li Fonti,616,Spain,Female,1/3/1979,1/18/2019,300000015579566,CRE00000015579566T11111,120867.18,1/1/2023,18761.92
4325,15577970,Alexeeva,489,France,Male,1/8/1988,1/20/2017,300000015577970,CRE00000015577970T11111,0,1/1/2023,43540.59
4326,15727489,Madueke,567,Spain,Female,1/23/1977,1/22/2021,300000015727489,CRE00000015727489T11111,157320.51,1/1/2023,62193.92
4327,15764284,Torres,714,Spain,Male,1/21/1995,1/24/2019,300000015764284,CRE00000015764284T11111,0,1/1/2023,129130.09
4328,15581811,Chukwubuikem,678,Germany,Female,1/15/1992,1/15/2021,300000015581811,CRE00000015581811T11111,139676.95,1/1/2023,16146
4329,15622527,Holloway,581,France,Female,1/27/1967,1/11/2016,300000015622527,CRE00000015622527T11111,0,1/1/2023,22442.13
4330,15753362,Evdokimov,748,Spain,Male,1/24/1962,1/25/2019,300000015753362,CRE00000015753362T11111,0,1/1/2023,78194.37
4331,15666652,Anayolisa,781,France,Female,1/27/2003,1/11/2019,300000015666652,CRE00000015666652T11111,0,1/1/2023,124297.32
4332,15789714,Semmens,691,Spain,Male,1/8/2001,1/10/2019,300000015789714,CRE00000015789714T11111,103000.94,1/1/2023,104648.58
4333,15771543,Tu,507,Germany,Male,1/6/1991,1/17/2020,300000015771543,CRE00000015771543T11111,134237.07,1/1/2023,166423.66
4334,15748327,Anderson,724,Germany,Male,1/10/1988,1/11/2016,300000015748327,CRE00000015748327T11111,118235.7,1/1/2023,157137.23
4335,15754649,Fang,705,Spain,Female,1/6/1965,1/23/2019,300000015754649,CRE00000015754649T11111,0,1/1/2023,34134.14
4336,15810460,Fanucci,708,Spain,Female,1/9/1958,1/16/2017,300000015810460,CRE00000015810460T11111,0,1/1/2023,112520.07
4337,15771742,Boyle,580,Germany,Male,1/27/1984,1/7/2013,300000015771742,CRE00000015771742T11111,115442.19,1/1/2023,128481.5
4338,15642160,Milanesi,850,France,Male,1/9/1984,1/19/2017,300000015642160,CRE00000015642160T11111,0,1/1/2023,16491.64
4339,15798439,Davidson,714,Spain,Male,1/18/1997,1/27/2020,300000015798439,CRE00000015798439T11111,0,1/1/2023,132979.43
4340,15605293,McKay,559,France,Female,1/8/1979,1/21/2021,300000015605293,CRE00000015605293T11111,0,1/1/2023,196645.87
4341,15692631,Bogdanova,577,Spain,Female,1/13/1978,1/26/2014,300000015692631,CRE00000015692631T11111,115557,1/1/2023,127506.76
4342,15665376,Lavrentiev,647,Germany,Female,1/1/1987,1/10/2019,300000015665376,CRE00000015665376T11111,166518.63,1/1/2023,147930.46
4343,15772412,Corser,554,Spain,Male,1/21/1992,1/8/2016,300000015772412,CRE00000015772412T11111,135370.12,1/1/2023,179689.05
4344,15654577,Alexeeva,549,Germany,Male,1/20/1968,1/3/2017,300000015654577,CRE00000015654577T11111,92877.33,1/1/2023,2619.64
4345,15585427,Madueke,528,France,Female,1/5/1996,1/18/2012,300000015585427,CRE00000015585427T11111,102073.67,1/1/2023,166799.93
4346,15584536,Barber,720,Germany,Male,1/9/1976,1/19/2019,300000015584536,CRE00000015584536T11111,97042.6,1/1/2023,133516.51
4347,15585853,McCardle,743,Spain,Male,1/3/1981,1/8/2015,300000015585853,CRE00000015585853T11111,0,1/1/2023,163736.09
4348,15645271,Radcliffe-Brown,615,Germany,Male,1/5/1998,1/11/2014,300000015645271,CRE00000015645271T11111,108528.07,1/1/2023,179488.41
4349,15579387,Ni,635,Germany,Female,1/7/1978,1/22/2020,300000015579387,CRE00000015579387T11111,79064.85,1/1/2023,113291.75
4350,15623107,Chukwumaobim,686,Spain,Male,1/24/1977,1/6/2019,300000015623107,CRE00000015623107T11111,74274.87,1/1/2023,64907.48
4351,15754072,Dennis,840,Spain,Female,1/19/1986,1/4/2016,300000015754072,CRE00000015754072T11111,0,1/1/2023,141364.27
4352,15666163,Hayward,695,France,Male,1/3/1979,1/11/2021,300000015666163,CRE00000015666163T11111,100421.1,1/1/2023,101141.28
4353,15765192,Jones,564,France,Male,1/20/1996,1/20/2015,300000015765192,CRE00000015765192T11111,84006.88,1/1/2023,183490.99
4354,15804822,L?,805,France,Female,1/9/1991,1/20/2018,300000015804822,CRE00000015804822T11111,0,1/1/2023,4798.12
4355,15612893,Nelson,558,Spain,Male,1/13/1977,1/3/2018,300000015612893,CRE00000015612893T11111,0,1/1/2023,131807.14
4356,15593636,Cardus,657,France,Female,1/14/1983,1/3/2018,300000015593636,CRE00000015593636T11111,80293.81,1/1/2023,97192.76
4357,15693326,Whitehouse,641,France,Female,1/11/1980,1/22/2015,300000015693326,CRE00000015693326T11111,125437.14,1/1/2023,164128.58
4358,15809901,Johnstone,755,France,Male,1/21/1986,1/5/2014,300000015809901,CRE00000015809901T11111,0,1/1/2023,176809.87
4359,15759751,Tsui,483,France,Male,1/2/1974,1/25/2021,300000015759751,CRE00000015759751T11111,0,1/1/2023,110059.38
4360,15605425,Chia,545,Germany,Female,1/10/1978,1/3/2020,300000015605425,CRE00000015605425T11111,127536.44,1/1/2023,108398.63
4361,15801934,Su,678,France,Male,1/21/1956,1/9/2014,300000015801934,CRE00000015801934T11111,0,1/1/2023,47117.03
4362,15592000,Calabresi,781,Germany,Female,1/23/1974,1/3/2013,300000015592000,CRE00000015592000T11111,82794.18,1/1/2023,124720.68
4363,15618695,Ts'ui,571,Spain,Female,1/8/2000,1/5/2019,300000015618695,CRE00000015618695T11111,108117.1,1/1/2023,53328.7
4364,15637110,McCulloch,634,Spain,Female,1/18/1987,1/1/2012,300000015637110,CRE00000015637110T11111,0,1/1/2023,82634.41
4365,15727408,Koo,523,Germany,Male,1/24/1995,1/27/2014,300000015727408,CRE00000015727408T11111,61688.61,1/1/2023,147059.16
4366,15716328,Miller,501,France,Female,1/21/1982,1/15/2020,300000015716328,CRE00000015716328T11111,0,1/1/2023,141946.92
4367,15669060,Woolnough,662,France,Male,1/17/1948,1/5/2016,300000015669060,CRE00000015669060T11111,0,1/1/2023,123583.85
4368,15675854,Douglas,573,Spain,Male,1/18/1972,1/13/2022,300000015675854,CRE00000015675854T11111,159304.07,1/1/2023,155915.24
4369,15621116,Fang,648,Germany,Male,1/11/1989,1/10/2017,300000015621116,CRE00000015621116T11111,138664.24,1/1/2023,29076.27
4370,15781495,Munro,662,France,Female,1/13/2000,1/14/2020,300000015781495,CRE00000015781495T11111,126362.57,1/1/2023,97382.8
4371,15740470,Vinogradov,725,France,Male,1/24/1983,1/9/2018,300000015740470,CRE00000015740470T11111,160652.45,1/1/2023,57643.55
4372,15714391,Lai,563,France,Female,1/16/1987,1/26/2020,300000015714391,CRE00000015714391T11111,183572.84,1/1/2023,66006.75
4373,15730137,Udegbulam,628,France,Male,1/12/1991,1/3/2022,300000015730137,CRE00000015730137T11111,88421.81,1/1/2023,72350.47
4374,15596455,Mao,546,Spain,Female,1/2/1977,1/9/2020,300000015596455,CRE00000015596455T11111,0,1/1/2023,197789.83
4375,15717290,Onyekaozulu,688,Germany,Male,1/18/1981,1/6/2020,300000015717290,CRE00000015717290T11111,112871.19,1/1/2023,65520.74
4376,15616555,Fu,850,Germany,Male,1/15/1981,1/13/2014,300000015616555,CRE00000015616555T11111,60880.68,1/1/2023,31825.84
4377,15659820,Cross,614,France,Female,1/18/1988,1/2/2017,300000015659820,CRE00000015659820T11111,0,1/1/2023,185561.89
4378,15696301,Snider,719,France,Female,1/21/1985,1/24/2013,300000015696301,CRE00000015696301T11111,101455.7,1/1/2023,25803.59
4379,15771087,Harrison,757,France,Female,1/13/1951,1/3/2022,300000015771087,CRE00000015771087T11111,88084.13,1/1/2023,154337.47
4380,15808831,Dale,669,France,Male,1/14/1993,1/13/2015,300000015808831,CRE00000015808831T11111,0,1/1/2023,138145.62
4381,15812241,Udinese,438,Germany,Male,1/8/1963,1/17/2015,300000015812241,CRE00000015812241T11111,127197.14,1/1/2023,51565.98
4382,15680370,DeRose,492,France,Male,1/27/1983,1/1/2015,300000015680370,CRE00000015680370T11111,0,1/1/2023,71323.23
4383,15780561,Hay,622,France,Female,1/2/1983,1/26/2013,300000015780561,CRE00000015780561T11111,83456.79,1/1/2023,38882.34
4384,15800784,Bruce,645,France,Male,1/8/1980,1/14/2018,300000015800784,CRE00000015800784T11111,98298.18,1/1/2023,676.06
4385,15715796,Romani,728,France,Male,1/6/1985,1/23/2022,300000015715796,CRE00000015715796T11111,0,1/1/2023,72203.8
4386,15605375,Tseng,651,France,Male,1/19/1987,1/13/2020,300000015605375,CRE00000015605375T11111,86911.8,1/1/2023,174094.24
4387,15621520,Tang,783,Germany,Female,1/15/1980,1/10/2020,300000015621520,CRE00000015621520T11111,139707.28,1/1/2023,2150.22
4388,15665460,Isayeva,732,Spain,Female,1/15/1955,1/17/2021,300000015665460,CRE00000015665460T11111,0,1/1/2023,177783.04
4389,15801152,Hill,553,Spain,Female,1/11/1983,1/11/2021,300000015801152,CRE00000015801152T11111,142876.98,1/1/2023,44363.42
4390,15756425,Barnes,660,France,Male,1/22/1992,1/21/2015,300000015756425,CRE00000015756425T11111,146301.31,1/1/2023,96847.91
4391,15674328,Moreno,670,France,Female,1/16/1982,1/22/2019,300000015674328,CRE00000015674328T11111,47364.45,1/1/2023,148579.43
4392,15742404,McGregor,718,France,Male,1/2/1984,1/27/2015,300000015742404,CRE00000015742404T11111,0,1/1/2023,38308.34
4393,15757140,Genovese,787,France,Male,1/8/1971,1/13/2022,300000015757140,CRE00000015757140T11111,58137.08,1/1/2023,142538.31
4394,15570051,Gill,775,Germany,Female,1/2/1984,1/4/2016,300000015570051,CRE00000015570051T11111,179886.41,1/1/2023,153122.58
4395,15669175,Ts'ai,479,Germany,Male,1/23/1998,1/14/2016,300000015669175,CRE00000015669175T11111,107637.97,1/1/2023,169505.83
4396,15790324,Green,660,France,Female,1/25/2002,1/11/2016,300000015790324,CRE00000015790324T11111,167685.56,1/1/2023,57929.9
4397,15691119,Martin,721,Germany,Male,1/2/1954,1/2/2018,300000015691119,CRE00000015691119T11111,136525.99,1/1/2023,175399.14
4398,15743478,Johnson,659,Germany,Male,1/7/1983,1/7/2014,300000015743478,CRE00000015743478T11111,52106.33,1/1/2023,107964.36
4399,15707007,Onio,743,France,Female,1/1/1983,1/22/2014,300000015707007,CRE00000015707007T11111,0,1/1/2023,94263.44
4400,15572547,Vaguine,670,France,Female,1/5/1977,1/9/2013,300000015572547,CRE00000015572547T11111,104930.38,1/1/2023,155921.81
4401,15567063,Manna,766,Germany,Female,1/5/1988,1/20/2016,300000015567063,CRE00000015567063T11111,106434.94,1/1/2023,137995.66
4402,15689633,Toomey,845,Spain,Female,1/2/1984,1/13/2020,300000015689633,CRE00000015689633T11111,112803.92,1/1/2023,179631.85
4403,15720637,Bell,710,Germany,Female,1/25/1976,1/14/2012,300000015720637,CRE00000015720637T11111,120530.34,1/1/2023,166586.99
4404,15616859,Bonwick,602,Germany,Female,1/24/1979,1/23/2020,300000015616859,CRE00000015616859T11111,113641.49,1/1/2023,115116.35
4405,15766166,Folliero,604,Spain,Male,1/25/1979,1/1/2020,300000015766166,CRE00000015766166T11111,145081.72,1/1/2023,23881.62
4406,15617655,Holt,564,Spain,Female,1/21/1987,1/9/2013,300000015617655,CRE00000015617655T11111,0,1/1/2023,105837.38
4407,15623450,Brown,637,Germany,Female,1/17/1995,1/24/2015,300000015623450,CRE00000015623450T11111,135842.89,1/1/2023,101418.05
4408,15796612,Ch'ang,527,France,Female,1/5/1991,1/27/2021,300000015796612,CRE00000015796612T11111,112203.25,1/1/2023,182266.01
4409,15795963,Fiorentini,687,France,Male,1/12/1988,1/12/2015,300000015795963,CRE00000015795963T11111,129895.19,1/1/2023,28698.17
4410,15781598,Middleton,756,Germany,Male,1/9/1981,1/17/2016,300000015781598,CRE00000015781598T11111,149049.92,1/1/2023,50422.36
4411,15691871,Millar,503,Germany,Male,1/4/1980,1/8/2013,300000015691871,CRE00000015691871T11111,153279.39,1/1/2023,151336.96
4412,15740345,Osborne,657,Spain,Male,1/21/1980,1/26/2017,300000015740345,CRE00000015740345T11111,41473.33,1/1/2023,112979.6
4413,15662626,Feng,666,France,Female,1/18/1982,1/21/2020,300000015662626,CRE00000015662626T11111,0,1/1/2023,36371.27
4414,15596575,Vale,615,Germany,Male,1/11/1983,1/8/2017,300000015596575,CRE00000015596575T11111,113193.51,1/1/2023,52166.25
4415,15657321,Arkwookerum,712,Germany,Male,1/14/1995,1/2/2014,300000015657321,CRE00000015657321T11111,113174.21,1/1/2023,147261.58
4416,15575955,Lujan,764,France,Female,1/24/1998,1/4/2022,300000015575955,CRE00000015575955T11111,0,1/1/2023,88724.49
4417,15743893,Alexeyeva,471,France,Male,1/7/1980,1/24/2019,300000015743893,CRE00000015743893T11111,164951.56,1/1/2023,190531.77
4418,15697270,Gannon,608,Spain,Male,1/4/1995,1/15/2018,300000015697270,CRE00000015697270T11111,153325.1,1/1/2023,199953.33
4419,15644356,Prokhorova,682,Spain,Female,1/25/1975,1/18/2012,300000015644356,CRE00000015644356T11111,134032.01,1/1/2023,144290.97
4420,15677586,Romero,587,Germany,Female,1/20/1990,1/14/2019,300000015677586,CRE00000015677586T11111,125445.04,1/1/2023,130514.78
4421,15571261,Toscani,714,Germany,Female,1/3/1987,1/25/2016,300000015571261,CRE00000015571261T11111,126077.43,1/1/2023,53954.24
4422,15698758,Onwuamaegbu,630,Spain,Female,1/23/1991,1/19/2021,300000015698758,CRE00000015698758T11111,0,1/1/2023,169802.73
4423,15787014,King,648,Germany,Female,1/21/1994,1/26/2014,300000015787014,CRE00000015787014T11111,90371.09,1/1/2023,146851.73
4424,15739857,Trentino,785,France,Female,1/6/1982,1/20/2019,300000015739857,CRE00000015739857T11111,0,1/1/2023,96832.82
4425,15774630,Peacock,601,Germany,Female,1/6/1975,1/10/2021,300000015774630,CRE00000015774630T11111,142802.02,1/1/2023,57553.02
4426,15805523,Nnaife,717,France,Female,1/2/1994,1/25/2021,300000015805523,CRE00000015805523T11111,90537.16,1/1/2023,74800.99
4427,15749557,Chao,707,France,Female,1/15/1978,1/12/2016,300000015749557,CRE00000015749557T11111,0,1/1/2023,192542.17
4428,15681180,Barese,771,France,Female,1/12/1999,1/4/2015,300000015681180,CRE00000015681180T11111,156123.73,1/1/2023,72990.62
4429,15742028,Udegbulam,602,France,Female,1/17/1987,1/23/2017,300000015742028,CRE00000015742028T11111,0,1/1/2023,31050.02
4430,15686463,Fu,626,France,Male,1/13/1984,1/17/2015,300000015686463,CRE00000015686463T11111,141074.59,1/1/2023,52795.56
4431,15654379,Onwuatuegwu,588,Spain,Male,1/15/1963,1/22/2018,300000015654379,CRE00000015654379T11111,0,1/1/2023,27435.41
